XS (b),Ea (eV)
5.921100000000000e-02,2.599100000000000e+06
5.144000000000000e-02,2.601500000000000e+06
4.505500000000000e-02,2.604000000000000e+06
3.813900000000000e-02,2.607700000000000e+06
3.139300000000000e-02,2.613800000000000e+06
2.779000000000000e-02,2.620000000000000e+06
2.571400000000000e-02,2.626100000000000e+06
2.448400000000000e-02,2.632300000000000e+06
2.381800000000000e-02,2.638400000000000e+06
2.366200000000000e-02,2.644600000000000e+06
2.421300000000000e-02,2.650800000000000e+06
2.633800000000000e-02,2.656900000000000e+06
3.422100000000000e-02,2.663100000000000e+06
3.789800000000000e-02,2.664300000000000e+06
4.319300000000000e-02,2.665500000000000e+06
5.100100000000000e-02,2.666700000000000e+06
6.260700000000000e-02,2.668000000000000e+06
7.920900000000000e-02,2.669200000000000e+06
9.920300000000000e-02,2.670400000000000e+06
1.128200000000000e-01,2.671700000000000e+06
1.076300000000000e-01,2.672900000000000e+06
8.840199999999999e-02,2.674100000000000e+06
6.883800000000000e-02,2.675400000000000e+06
5.440300000000000e-02,2.676600000000000e+06
4.468900000000000e-02,2.677800000000000e+06
3.821300000000000e-02,2.679000000000000e+06
3.380800000000000e-02,2.680300000000000e+06
3.072500000000000e-02,2.681500000000000e+06
2.850600000000000e-02,2.682700000000000e+06
2.686500000000000e-02,2.684000000000000e+06
2.562400000000000e-02,2.685200000000000e+06
2.466500000000000e-02,2.686400000000000e+06
2.391100000000000e-02,2.687700000000000e+06
2.182200000000000e-02,2.693800000000000e+06
2.098900000000000e-02,2.700000000000000e+06
2.065800000000000e-02,2.706100000000000e+06
2.061700000000000e-02,2.712300000000000e+06
2.081800000000000e-02,2.718400000000000e+06
2.130900000000000e-02,2.724600000000000e+06
2.226600000000000e-02,2.730700000000000e+06
2.416100000000000e-02,2.736900000000000e+06
2.844600000000000e-02,2.743000000000000e+06
4.096500000000000e-02,2.749200000000000e+06
4.606500000000000e-02,2.750400000000000e+06
5.280000000000000e-02,2.751600000000000e+06
6.159200000000000e-02,2.752900000000000e+06
7.260800000000001e-02,2.754100000000000e+06
8.511500000000000e-02,2.755300000000000e+06
9.612500000000000e-02,2.756500000000000e+06
1.011300000000000e-01,2.757800000000000e+06
9.734300000000000e-02,2.759000000000000e+06
8.693800000000000e-02,2.760200000000000e+06
7.458200000000000e-02,2.761500000000000e+06
3.945000000000000e-02,2.767600000000000e+06
3.208400000000000e-02,2.773800000000000e+06
3.334800000000000e-02,2.779900000000000e+06
4.305300000000000e-02,2.786100000000000e+06
7.988300000000000e-02,2.792200000000000e+06
9.661000000000000e-02,2.793500000000000e+06
1.195500000000000e-01,2.794700000000000e+06
1.500900000000000e-01,2.795900000000000e+06
1.869500000000000e-01,2.797100000000000e+06
2.215000000000000e-01,2.798400000000000e+06
2.366300000000000e-01,2.799600000000000e+06
2.214600000000000e-01,2.800800000000000e+06
1.860300000000000e-01,2.802100000000000e+06
1.479300000000000e-01,2.803300000000000e+06
1.163900000000000e-01,2.804500000000000e+06
9.281700000000000e-02,2.805800000000000e+06
7.574800000000000e-02,2.807000000000000e+06
6.338900000000000e-02,2.808200000000000e+06
5.433000000000000e-02,2.809400000000000e+06
4.757200000000000e-02,2.810700000000000e+06
3.084700000000000e-02,2.816800000000000e+06
2.490700000000000e-02,2.823000000000000e+06
2.221300000000000e-02,2.829100000000000e+06
2.079900000000000e-02,2.835300000000000e+06
1.998700000000000e-02,2.841400000000000e+06
1.949700000000000e-02,2.847600000000000e+06
1.919600000000000e-02,2.853700000000000e+06
1.901500000000000e-02,2.859900000000000e+06
1.891600000000000e-02,2.866000000000000e+06
1.887500000000000e-02,2.872200000000000e+06
1.887900000000000e-02,2.878300000000000e+06
1.891900000000000e-02,2.884500000000000e+06
1.899000000000000e-02,2.890600000000000e+06
1.908900000000000e-02,2.896800000000000e+06
1.921300000000000e-02,2.902900000000000e+06
1.936400000000000e-02,2.909100000000000e+06
1.954000000000000e-02,2.915200000000000e+06
1.974300000000000e-02,2.921400000000000e+06
1.997700000000000e-02,2.927600000000000e+06
2.024400000000000e-02,2.933700000000000e+06
2.055100000000000e-02,2.939900000000000e+06
2.090300000000000e-02,2.946000000000000e+06
2.131000000000000e-02,2.952200000000000e+06
2.178300000000000e-02,2.958300000000000e+06
2.233800000000000e-02,2.964500000000000e+06
2.299800000000000e-02,2.970600000000000e+06
2.379000000000000e-02,2.976800000000000e+06
2.475500000000000e-02,2.982900000000000e+06
2.594400000000000e-02,2.989100000000000e+06
2.743100000000000e-02,2.995200000000000e+06
2.930600000000000e-02,3.001400000000000e+06
3.168600000000000e-02,3.007500000000000e+06
3.469600000000000e-02,3.013700000000000e+06
3.842700000000000e-02,3.019800000000000e+06
4.284400000000000e-02,3.026000000000000e+06
4.762900000000000e-02,3.032100000000000e+06
5.208400000000000e-02,3.038300000000000e+06
5.526800000000000e-02,3.044400000000000e+06
5.601800000000000e-02,3.046900000000000e+06
5.644200000000000e-02,3.049300000000000e+06
5.653400000000000e-02,3.050600000000000e+06
5.655200000000000e-02,3.051800000000000e+06
5.649600000000000e-02,3.053000000000000e+06
5.637800000000000e-02,3.054300000000000e+06
5.619600000000000e-02,3.055500000000000e+06
5.595700000000000e-02,3.056700000000000e+06
5.567200000000000e-02,3.058000000000000e+06
5.534500000000000e-02,3.059200000000000e+06
5.498000000000000e-02,3.060400000000000e+06
5.458800000000000e-02,3.061600000000000e+06
5.417600000000000e-02,3.062900000000000e+06
5.192000000000000e-02,3.069000000000000e+06
4.971500000000000e-02,3.075200000000000e+06
4.782300000000000e-02,3.081300000000000e+06
4.522100000000000e-02,3.093600000000000e+06
4.405700000000000e-02,3.105900000000000e+06
4.400500000000000e-02,3.118200000000000e+06
4.482100000000000e-02,3.130500000000000e+06
4.637200000000000e-02,3.142800000000000e+06
4.860600000000000e-02,3.155100000000000e+06
5.151800000000000e-02,3.167400000000000e+06
5.516800000000000e-02,3.179700000000000e+06
5.963900000000000e-02,3.192100000000000e+06
6.504699999999999e-02,3.204400000000000e+06
7.152300000000000e-02,3.216700000000000e+06
7.920300000000000e-02,3.229000000000000e+06
8.817100000000000e-02,3.241300000000000e+06
9.837000000000000e-02,3.253600000000000e+06
1.094300000000000e-01,3.265900000000000e+06
1.204600000000000e-01,3.278200000000000e+06
1.298000000000000e-01,3.290500000000000e+06
1.352200000000000e-01,3.302800000000000e+06
1.346300000000000e-01,3.315100000000000e+06
1.273800000000000e-01,3.327400000000000e+06
1.150600000000000e-01,3.339700000000000e+06
1.008800000000000e-01,3.352000000000000e+06
8.866499999999999e-02,3.364300000000000e+06
8.306400000000000e-02,3.376600000000000e+06
8.339199999999999e-02,3.379000000000000e+06
8.442000000000000e-02,3.381500000000000e+06
8.627799999999999e-02,3.384000000000000e+06
8.909300000000001e-02,3.386400000000000e+06
9.295800000000000e-02,3.388900000000000e+06
9.788700000000000e-02,3.391300000000000e+06
1.037000000000000e-01,3.393800000000000e+06
1.067900000000000e-01,3.395000000000000e+06
1.098800000000000e-01,3.396300000000000e+06
1.128200000000000e-01,3.397500000000000e+06
1.154700000000000e-01,3.398700000000000e+06
1.176300000000000e-01,3.400000000000000e+06
1.191400000000000e-01,3.401200000000000e+06
1.198400000000000e-01,3.402400000000000e+06
1.196200000000000e-01,3.403600000000000e+06
1.184300000000000e-01,3.404900000000000e+06
1.163100000000000e-01,3.406100000000000e+06
1.133400000000000e-01,3.407300000000000e+06
1.096600000000000e-01,3.408600000000000e+06
1.054400000000000e-01,3.409800000000000e+06
1.008600000000000e-01,3.411000000000000e+06
9.610100000000001e-02,3.412300000000000e+06
9.128600000000001e-02,3.413500000000000e+06
8.653600000000000e-02,3.414700000000000e+06
8.193599999999999e-02,3.416000000000000e+06
7.754500000000000e-02,3.417200000000000e+06
7.339200000000000e-02,3.418400000000000e+06
6.949600000000000e-02,3.419600000000000e+06
6.586599999999999e-02,3.420900000000000e+06
6.249200000000000e-02,3.422100000000000e+06
5.936600000000000e-02,3.423300000000000e+06
5.647300000000000e-02,3.424600000000000e+06
5.379400000000000e-02,3.425800000000000e+06
4.903000000000000e-02,3.428300000000000e+06
4.493700000000000e-02,3.430700000000000e+06
4.140300000000000e-02,3.433200000000000e+06
3.833300000000000e-02,3.435600000000000e+06
3.564600000000000e-02,3.438100000000000e+06
3.021000000000000e-02,3.444200000000000e+06
2.608300000000000e-02,3.450400000000000e+06
2.284000000000000e-02,3.456500000000000e+06
2.022100000000000e-02,3.462700000000000e+06
1.625000000000000e-02,3.475000000000000e+06
1.338800000000000e-02,3.487300000000000e+06
1.124400000000000e-02,3.499600000000000e+06
9.598199999999999e-03,3.511900000000000e+06
8.312999999999999e-03,3.524200000000000e+06
7.298900000000000e-03,3.536500000000000e+06
6.494800000000000e-03,3.548800000000000e+06
5.859300000000000e-03,3.561100000000000e+06
5.366100000000000e-03,3.573400000000000e+06
5.005100000000000e-03,3.585700000000000e+06
4.797000000000000e-03,3.598000000000000e+06
4.894700000000000e-03,3.610300000000000e+06
7.424900000000000e-03,3.622600000000000e+06
7.059900000000000e-03,3.634900000000000e+06
4.137800000000000e-03,3.647200000000000e+06
4.548700000000000e-03,3.659500000000000e+06
5.573900000000000e-03,3.671800000000000e+06
4.381400000000000e-03,3.684100000000000e+06
4.089700000000000e-03,3.690300000000000e+06
6.363400000000000e-03,3.696400000000000e+06
2.758800000000000e-02,3.702600000000000e+06
4.496700000000000e-02,3.703800000000000e+06
7.338400000000000e-02,3.705100000000000e+06
9.575800000000000e-02,3.706300000000000e+06
8.114200000000001e-02,3.707500000000000e+06
5.370100000000000e-02,3.708700000000000e+06
3.505700000000000e-02,3.710000000000000e+06
2.428500000000000e-02,3.711200000000000e+06
1.793100000000000e-02,3.712400000000000e+06
1.397100000000000e-02,3.713700000000000e+06
1.136300000000000e-02,3.714900000000000e+06
5.996000000000000e-03,3.721000000000000e+06
4.391300000000000e-03,3.727200000000000e+06
3.690100000000000e-03,3.733400000000000e+06
3.315800000000000e-03,3.739500000000000e+06
3.090000000000000e-03,3.745700000000000e+06
2.839100000000000e-03,3.758000000000000e+06
2.708200000000000e-03,3.770300000000000e+06
2.630900000000000e-03,3.782600000000000e+06
2.581300000000000e-03,3.794900000000000e+06
2.547800000000000e-03,3.807200000000000e+06
2.524300000000000e-03,3.819500000000000e+06
2.507400000000000e-03,3.831800000000000e+06
2.495400000000000e-03,3.844100000000000e+06
2.487600000000000e-03,3.856400000000000e+06
2.484400000000000e-03,3.868700000000000e+06
2.487700000000000e-03,3.881000000000000e+06
2.500900000000000e-03,3.893300000000000e+06
2.529900000000000e-03,3.905600000000000e+06
2.584000000000000e-03,3.917900000000000e+06
2.676600000000000e-03,3.930200000000000e+06
2.826200000000000e-03,3.942500000000000e+06
3.055700000000000e-03,3.954800000000000e+06
3.389400000000000e-03,3.967100000000000e+06
3.848000000000000e-03,3.979400000000000e+06
4.442900000000000e-03,3.991700000000000e+06
4.792800000000000e-03,3.997900000000000e+06
5.178500000000000e-03,4.004000000000000e+06
5.603500000000000e-03,4.010200000000000e+06
6.072600000000000e-03,4.016300000000000e+06
6.599800000000000e-03,4.022500000000000e+06
7.206500000000000e-03,4.028600000000000e+06
7.934300000000000e-03,4.034800000000000e+06
8.777999999999999e-03,4.040500000000000e+06
8.854100000000000e-03,4.040900000000000e+06
1.009200000000000e-02,4.047100000000000e+06
1.188400000000000e-02,4.053200000000000e+06
1.465700000000000e-02,4.059400000000000e+06
1.909100000000000e-02,4.065500000000000e+06
2.161600000000000e-02,4.068000000000000e+06
2.540300000000000e-02,4.071700000000000e+06
2.804200000000000e-02,4.075400000000000e+06
2.980200000000000e-02,4.077800000000000e+06
2.763500000000000e-02,4.080300000000000e+06
2.330000000000000e-02,4.085200000000000e+06
2.113300000000000e-02,4.087700000000000e+06
1.896400000000000e-02,4.090100000000000e+06
1.515000000000000e-02,4.096300000000000e+06
1.133400000000000e-02,4.102400000000000e+06
1.015100000000000e-02,4.108600000000000e+06
8.968700000000000e-03,4.114700000000000e+06
8.169600000000001e-03,4.127000000000000e+06
7.902200000000000e-03,4.139300000000000e+06
7.857800000000000e-03,4.151600000000000e+06
7.925099999999999e-03,4.163900000000000e+06
8.060400000000001e-03,4.176200000000000e+06
8.246000000000000e-03,4.188500000000000e+06
8.475900000000000e-03,4.200800000000000e+06
8.750100000000000e-03,4.213100000000000e+06
9.074000000000000e-03,4.225400000000000e+06
9.457000000000000e-03,4.237700000000000e+06
9.915000000000000e-03,4.250000000000000e+06
1.047200000000000e-02,4.262300000000000e+06
1.116500000000000e-02,4.274700000000000e+06
1.205400000000000e-02,4.287000000000000e+06
1.324000000000000e-02,4.299300000000000e+06
1.490700000000000e-02,4.311600000000000e+06
1.741700000000000e-02,4.323900000000000e+06
1.948800000000000e-02,4.330000000000000e+06
2.156000000000000e-02,4.336200000000000e+06
2.544300000000000e-02,4.342300000000000e+06
2.932800000000000e-02,4.348500000000000e+06
3.797100000000000e-02,4.354600000000000e+06
4.661800000000000e-02,4.360800000000000e+06
6.367000000000000e-02,4.366900000000000e+06
7.988099999999999e-02,4.370600000000000e+06
9.069099999999999e-02,4.373100000000000e+06
1.038000000000000e-01,4.375500000000000e+06
1.234700000000000e-01,4.379200000000000e+06
1.284000000000000e-01,4.380500000000000e+06
1.319000000000000e-01,4.381700000000000e+06
1.336100000000000e-01,4.382900000000000e+06
1.333300000000000e-01,4.384100000000000e+06
1.310000000000000e-01,4.385400000000000e+06
1.267900000000000e-01,4.386600000000000e+06
1.210100000000000e-01,4.387800000000000e+06
1.141000000000000e-01,4.389100000000000e+06
1.065100000000000e-01,4.390300000000000e+06
9.866700000000000e-02,4.391500000000000e+06
9.082500000000000e-02,4.392800000000000e+06
7.626500000000000e-02,4.395200000000000e+06
6.384700000000000e-02,4.397700000000000e+06
4.227600000000000e-02,4.403800000000000e+06
3.023300000000000e-02,4.410000000000000e+06
2.339800000000000e-02,4.416100000000000e+06
1.936400000000000e-02,4.422300000000000e+06
1.690200000000000e-02,4.428400000000000e+06
1.537000000000000e-02,4.434600000000000e+06
1.442100000000000e-02,4.440700000000000e+06
1.385500000000000e-02,4.446900000000000e+06
1.354600000000000e-02,4.453000000000000e+06
1.338700000000000e-02,4.459200000000000e+06
1.332800000000000e-02,4.461600000000000e+06
1.323200000000000e-02,4.464100000000000e+06
1.313600000000000e-02,4.465300000000000e+06
1.304100000000000e-02,4.466600000000000e+06
1.263200000000000e-02,4.469000000000000e+06
1.179300000000000e-02,4.471500000000000e+06
1.035900000000000e-02,4.473900000000000e+06
8.866600000000001e-03,4.476400000000000e+06
8.495400000000000e-03,4.477600000000000e+06
8.470000000000000e-03,4.478900000000000e+06
8.711200000000001e-03,4.480100000000000e+06
9.098600000000000e-03,4.481300000000000e+06
9.535800000000001e-03,4.482600000000000e+06
9.966300000000001e-03,4.483800000000000e+06
1.036600000000000e-02,4.485000000000000e+06
1.072700000000000e-02,4.486300000000000e+06
1.105000000000000e-02,4.487500000000000e+06
1.133900000000000e-02,4.488700000000000e+06
1.183700000000000e-02,4.491200000000000e+06
1.225700000000000e-02,4.493600000000000e+06
1.262500000000000e-02,4.496100000000000e+06
1.296200000000000e-02,4.498600000000000e+06
1.328000000000000e-02,4.501000000000000e+06
1.343300000000000e-02,4.502200000000000e+06
1.358600000000000e-02,4.503500000000000e+06
1.389000000000000e-02,4.505900000000000e+06
1.419400000000000e-02,4.508400000000000e+06
1.498700000000000e-02,4.514500000000000e+06
1.586500000000000e-02,4.520700000000000e+06
1.687800000000000e-02,4.526800000000000e+06
1.808900000000000e-02,4.533000000000000e+06
1.958700000000000e-02,4.539200000000000e+06
2.074800000000000e-02,4.542800000000000e+06
2.152200000000000e-02,4.545300000000000e+06
2.257700000000000e-02,4.547800000000000e+06
2.363300000000000e-02,4.550200000000000e+06
2.416100000000000e-02,4.551500000000000e+06
2.494100000000000e-02,4.552700000000000e+06
2.572000000000000e-02,4.553900000000000e+06
2.650100000000000e-02,4.555100000000000e+06
2.728100000000000e-02,4.556400000000000e+06
2.806100000000000e-02,4.557600000000000e+06
2.914900000000000e-02,4.558800000000000e+06
3.023700000000000e-02,4.560100000000000e+06
3.161900000000000e-02,4.561300000000000e+06
3.300000000000000e-02,4.562500000000000e+06
3.483800000000000e-02,4.563800000000000e+06
3.667600000000000e-02,4.565000000000000e+06
3.928900000000000e-02,4.566200000000000e+06
4.190200000000000e-02,4.567400000000000e+06
5.011000000000000e-02,4.569900000000000e+06
