XS (b),Ea (eV)
2.998302000000000e-01,7.109000000000000e+06
2.689300000000000e-01,7.118000000000000e+06
2.421854000000000e-01,7.128000000000000e+06
2.336356000000000e-01,7.148000000000000e+06
2.251118000000000e-01,7.168000000000000e+06
2.266191000000000e-01,7.188000000000000e+06
2.193206000000000e-01,7.207000000000000e+06
2.167296000000000e-01,7.227000000000000e+06
2.194284000000000e-01,7.247000000000000e+06
2.203680000000000e-01,7.267000000000000e+06
2.230664000000000e-01,7.287000000000000e+06
2.403853000000000e-01,7.307000000000000e+06
2.559330000000000e-01,7.326000000000000e+06
2.574333000000000e-01,7.346000000000000e+06
2.647664000000000e-01,7.366000000000000e+06
2.592730000000000e-01,7.386000000000000e+06
2.654358000000000e-01,7.406000000000000e+06
2.814649000000000e-01,7.427000000000000e+06
2.916976000000000e-01,7.445000000000000e+06
2.902810000000000e-01,7.465000000000000e+06
2.952521000000000e-01,7.485000000000000e+06
2.886274000000000e-01,7.505000000000000e+06
2.883883000000000e-01,7.525000000000000e+06
2.841147000000001e-01,7.544000000000000e+06
2.601819000000000e-01,7.564000000000000e+06
2.490008000000000e-01,7.584000000000000e+06
2.482218000000000e-01,7.605000000000000e+06
2.607244000000000e-01,7.625000000000000e+06
2.876211000000000e-01,7.645000000000000e+06
3.196778000000000e-01,7.664000000000000e+06
3.528324000000000e-01,7.684000000000000e+06
3.911204000000000e-01,7.704000000000000e+06
3.971723000000000e-01,7.724000000000000e+06
3.813943000000000e-01,7.744000000000000e+06
3.662280000000000e-01,7.763000000000000e+06
3.522205000000000e-01,7.783000000000000e+06
3.393812000000000e-01,7.803000000000000e+06
3.414579000000000e-01,7.823000000000000e+06
3.406732000000000e-01,7.843000000000000e+06
3.427538000000000e-01,7.863000000000000e+06
3.557112000000000e-01,7.882000000000000e+06
3.657888000000000e-01,7.902000000000000e+06
3.330178000000000e-01,7.922000000000000e+06
2.860229000000000e-01,7.941000000000000e+06
2.613201000000001e-01,7.962000000000000e+06
